,tax_year,account,total_appraised_value,total_market_value,land_value
378484,2018,771730040129,189508.0,208226.0,151160.0
378485,2018,771730040130,199500.0,199500.0,150470.0
378486,2018,771730040131,213799.0,213799.0,147580.0
378487,2018,771730040132,189854.0,189854.0,147410.0
378488,2018,771730040133,237150.0,237150.0,151180.0
378489,2018,771730040134,186450.0,186450.0,148900.0
378490,2018,771730040167,213400.0,252674.0,150120.0
378491,2018,771730040168,199500.0,199500.0,146400.0
378492,2018,771730040169,365496.0,365496.0,142126.0
378493,2018,771730040170,196986.0,196986.0,147140.0
378494,2018,771730040171,185049.0,185049.0,146240.0
378495,2018,771730040172,220824.0,220824.0,150230.0
378496,2018,771730040173,224420.0,224420.0,170760.0
378497,2018,771730040174,232901.0,240658.0,181140.0
378498,2018,771730040175,189172.0,189172.0,152220.0
378501,2018,771730050137,186401.0,194829.0,149560.0
378502,2018,771730050138,182510.0,190278.0,146180.0
378503,2018,771730050139,198034.0,198034.0,141722.0
378504,2018,771730050140,191543.0,191543.0,142552.0
378505,2018,771730050141,183448.0,212227.0,144000.0
378506,2018,771730050142,196371.0,196371.0,144000.0
378507,2018,771730050143,166193.0,166193.0,144000.0
378508,2018,771730050144,153472.0,166983.0,124800.0
378509,2018,771730050145,224705.0,224705.0,162630.0
378510,2018,771730050146,220762.0,220762.0,153650.0
378511,2018,771730050147,196739.0,196739.0,153060.0
378512,2018,771730050148,177497.0,183527.0,144000.0
378513,2018,771730050149,187100.0,187100.0,144000.0
378514,2018,771730050150,186000.0,186000.0,144000.0
378515,2018,771730050151,180951.0,187987.0,144000.0
378516,2018,771730050152,180587.0,180587.0,144000.0
378517,2018,771730050153,242605.0,242605.0,156000.0
378518,2018,771730060154,187551.0,189809.0,156000.0
378519,2018,771730060155,172176.0,172176.0,144000.0
378520,2018,771730060156,188988.0,188988.0,144000.0
378521,2018,771730060157,172763.0,183070.0,144000.0
378522,2018,771730060158,182530.0,182530.0,144000.0
378523,2018,771730060159,223358.0,223358.0,144000.0
378524,2018,771730060160,215497.0,215497.0,155840.0
378525,2018,771730060161,229651.0,229651.0,144450.0
378526,2018,771730060162,194958.0,194958.0,144450.0
378527,2018,771730060163,221000.0,221000.0,144980.0
378528,2018,771730060164,193608.0,195996.0,152230.0
378529,2018,771730060165,197688.0,197688.0,154810.0
378530,2018,771730060166,203577.0,203577.0,177000.0
378531,2018,771730060176,210300.0,210300.0,156000.0
378532,2018,771730060177,439718.0,458709.0,190560.0
378533,2018,771730060178,208377.0,208377.0,141940.0
378534,2018,771730060179,195890.0,195890.0,145050.0
378535,2018,771730060180,211500.0,211500.0,142640.0
378536,2018,771730060181,272495.0,272495.0,142459.0
378537,2018,771730060182,236457.0,236457.0,143005.0
378538,2018,771730060183,194116.0,194116.0,143240.0
378539,2018,771730060184,194243.0,194243.0,142646.0
378540,2018,771730060185,189601.0,189601.0,142882.0
378541,2018,771730060186,217124.0,217124.0,142626.0
378542,2018,771730060187,236595.0,236595.0,144000.0
378543,2018,771730060188,197878.0,197878.0,144000.0
378544,2018,771730060189,198325.0,198325.0,144000.0
378545,2018,771730060190,317815.0,317815.0,144000.0
378546,2018,771730060191,199771.0,199771.0,144000.0
378547,2018,771730060192,187299.0,219816.0,156000.0
378548,2018,771730070031,209176.0,209176.0,174860.0
378550,2018,771730070033,162930.0,162930.0,152930.0
378551,2018,771730070034,212270.0,212270.0,152930.0
378552,2018,771730070035,170239.0,170239.0,161700.0
378553,2018,771730080001,629771.0,629771.0,168640.0
378554,2018,771740080193,183227.0,183227.0,141858.0
378555,2018,771740080194,204257.0,204257.0,137835.0
378556,2018,771740080195,181617.0,181617.0,137835.0
378557,2018,771740080196,164942.0,164942.0,122520.0
378558,2018,771740080197,178766.0,178766.0,122520.0
378559,2018,771740080198,166907.0,178713.0,122520.0
378560,2018,771740080199,175016.0,175016.0,122520.0
378561,2018,771740080200,160000.0,160000.0,122520.0
378562,2018,771740080201,156467.0,156467.0,122520.0
378563,2018,771740080202,172772.0,172772.0,122520.0
378564,2018,771740080203,167630.0,173899.0,122520.0
378565,2018,771740080204,157313.0,157313.0,114863.0
378566,2018,771740080205,149777.0,170168.0,121384.0
378567,2018,771740080206,173194.0,173194.0,118960.0
378568,2018,771740080207,151201.0,151201.0,118960.0
378569,2018,771740080208,228585.0,228585.0,118960.0
378570,2018,771740080209,166609.0,166609.0,118960.0
378571,2018,771740080210,165131.0,165131.0,118960.0
378572,2018,771740080211,208510.0,223236.0,118960.0
378573,2018,771740080212,161897.0,161897.0,118960.0
378574,2018,771740080213,157928.0,157928.0,118960.0
378575,2018,771740090214,228447.0,228447.0,168110.0
378576,2018,771740090215,238031.0,238031.0,147850.0
378577,2018,771740090216,193261.0,205000.0,147650.0
378578,2018,771740090217,242587.0,242587.0,164570.0
378579,2018,771740090218,214151.0,214151.0,150530.0
378580,2018,771740090219,189234.0,197155.0,153200.0
378581,2018,771740090220,564276.0,564276.0,147320.0
378582,2018,771740090221,203195.0,205573.0,152400.0
378583,2018,771740090222,216251.0,216251.0,161310.0
378584,2018,771740090223,200507.0,200507.0,151870.0
378585,2018,771740090224,230000.0,230000.0,180960.0
378586,2018,771740090225,208000.0,208000.0,159500.0
378587,2018,771740090226,253904.0,253904.0,158190.0
378588,2018,771740090227,237319.0,237319.0,183830.0
378589,2018,771740090228,206100.0,206100.0,146200.0
378590,2018,771740090229,227164.0,227164.0,149990.0
378591,2018,771740090230,201766.0,201766.0,149350.0
378592,2018,771740090231,213113.0,213113.0,147990.0
378593,2018,771740090232,203316.0,203984.0,149490.0
378594,2018,771740090233,203556.0,203556.0,151470.0
378595,2018,771740100285,239912.0,239912.0,181800.0
378596,2018,771740100286,210000.0,210000.0,142240.0
378597,2018,771740100287,168190.0,177000.0,143360.0
378598,2018,771740100288,242450.0,242450.0,177270.0
378599,2018,771740100289,223795.0,223795.0,168480.0
378600,2018,771740100290,241385.0,241385.0,159630.0
378601,2018,771740100291,216534.0,216534.0,150750.0
378602,2018,771740100292,178500.0,178500.0,151380.0
378603,2018,771740100293,612983.0,612983.0,151380.0
378604,2018,771740100294,186994.0,194229.0,149490.0
378605,2018,771740100295,205679.0,205679.0,149490.0
378606,2018,771740100296,189292.0,189292.0,150120.0
378607,2018,771740100297,209900.0,209900.0,149490.0
378608,2018,771740100298,181894.0,181894.0,148230.0
378609,2018,771740100299,203491.0,203491.0,144000.0
378610,2018,771740100300,170696.0,170696.0,144000.0
378611,2018,771740100301,199923.0,199923.0,144000.0
378612,2018,771740100302,168684.0,168684.0,144000.0
378613,2018,771740100303,208750.0,218274.0,144000.0
378614,2018,771740100304,200480.0,200480.0,156000.0
378615,2018,771740100305,178874.0,178874.0,124800.0
378616,2018,771740100306,205505.0,205505.0,144000.0
378617,2018,771740100307,192530.0,192530.0,144000.0
378618,2018,771740100308,196900.0,196900.0,144000.0
378619,2018,771740100309,651130.0,651130.0,144000.0
378620,2018,771740100310,180542.0,180542.0,144000.0
378621,2018,771740100311,217900.0,217900.0,144000.0
378622,2018,771740100312,197935.0,197935.0,144000.0
378623,2018,771740100313,235000.0,235000.0,145080.0
378624,2018,771740100314,169180.0,169180.0,144800.0
378625,2018,771740100315,232191.0,232191.0,144800.0
378626,2018,771740100316,212084.0,212084.0,150400.0
378627,2018,771740100317,214624.0,214624.0,150960.0
378628,2018,771740100318,228667.0,228667.0,154940.0
378629,2018,771740100319,200065.0,200065.0,146460.0
378630,2018,771740100320,204993.0,204993.0,145010.0
378631,2018,771740100321,205000.0,205000.0,147990.0
378632,2018,771740100322,197652.0,197652.0,146460.0
378633,2018,771740100323,211450.0,211450.0,148140.0
378634,2018,771740110324,250992.0,250992.0,179570.0
378635,2018,771740110325,198131.0,198131.0,144800.0
378636,2018,771740110326,206400.0,206400.0,145920.0
378637,2018,771740110327,215425.0,215425.0,147040.0
378638,2018,771740110328,445319.0,445319.0,172440.0
378639,2018,771740110329,220010.0,220010.0,162860.0
378640,2018,771740110330,215639.0,215639.0,158940.0
378641,2018,771740110331,288045.0,288045.0,150750.0
378642,2018,771740110332,218404.0,218404.0,146400.0
378643,2018,771740110333,651753.0,651753.0,152920.0
378644,2018,771740110334,215403.0,215403.0,154960.0
378645,2018,771740110335,217675.0,217675.0,157000.0
378646,2018,771740110336,494100.0,494100.0,158250.0
378647,2018,771740110337,215281.0,215281.0,154960.0
378648,2018,771740110338,214500.0,214500.0,146400.0
378649,2018,771740110339,209539.0,209539.0,144000.0
378650,2018,771740110340,170000.0,170000.0,144000.0
378651,2018,771740110341,193800.0,193800.0,144000.0
378652,2018,771740110342,243159.0,243159.0,144000.0
378653,2018,771740110343,203265.0,203265.0,144000.0
378654,2018,771740110344,210435.0,210435.0,144000.0
378655,2018,771740110345,235338.0,243816.0,144000.0
378656,2018,771740110346,226381.0,226381.0,156000.0
378657,2018,771740110347,212987.0,212987.0,156000.0
378658,2018,771740110348,269850.0,278939.0,144000.0
378659,2018,771740110349,201587.0,201587.0,144000.0
378660,2018,771740110350,208725.0,208725.0,144000.0
378661,2018,771740110351,191028.0,191028.0,144000.0
378662,2018,771740110352,180080.0,180080.0,144000.0
378663,2018,771740110353,187280.0,187280.0,144000.0
378664,2018,771740110354,584459.0,584459.0,144000.0
378665,2018,771740110355,193710.0,193710.0,144000.0
378666,2018,771740110356,184000.0,184000.0,144000.0
378667,2018,771740110357,567946.0,567946.0,144000.0
378668,2018,771740110358,210539.0,210539.0,146340.0
378669,2018,771740110359,256567.0,256567.0,148160.0
378670,2018,771740110360,223022.0,223022.0,153760.0
378671,2018,771740110361,157938.0,199000.0,157250.0
378672,2018,771740110362,229155.0,229155.0,161600.0
378673,2018,771740110363,157936.0,194268.0,163280.0
378674,2018,771740110364,226395.0,226395.0,177620.0
378675,2018,771740110365,266425.0,266425.0,210080.0
378676,2018,771740120366,197812.0,197812.0,144000.0
378677,2018,771740120367,191181.0,191181.0,144000.0
378678,2018,771740120368,591870.0,591870.0,164700.0
378679,2018,771740120369,308544.0,308544.0,159700.0
378680,2018,771740120370,297668.0,298308.0,193690.0
378681,2018,771740120371,246505.0,246505.0,177270.0
378682,2018,771740120372,222723.0,222723.0,165440.0
378683,2018,771740120373,216800.0,216800.0,157760.0
378684,2018,771740120374,202887.0,202887.0,151380.0
378685,2018,771740120375,196000.0,196000.0,147020.0
378686,2018,771740120376,193910.0,193910.0,145200.0
378687,2018,771740120377,202406.0,202406.0,144000.0
378688,2018,771740120378,190628.0,190628.0,144000.0
378689,2018,771740120379,237432.0,237432.0,144000.0
378690,2018,771740120380,256784.0,266796.0,144000.0
378691,2018,771740120381,221080.0,221080.0,144000.0
378692,2018,771740120382,184800.0,209618.0,144000.0
378693,2018,771740120383,207549.0,207549.0,144000.0
378694,2018,771740120384,206019.0,206019.0,144000.0
378695,2018,771740120385,198363.0,198363.0,144000.0
378696,2018,771740120386,187437.0,187437.0,144000.0
378697,2018,771740120387,190927.0,190927.0,156000.0
378698,2018,771740130262,192132.0,209000.0,145460.0
378699,2018,771740130263,198005.0,198005.0,145920.0
378700,2018,771740130264,193261.0,205800.0,147020.0
378701,2018,771740130265,170000.0,170000.0,142960.0
378703,2018,771740130267,490000.0,490000.0,164030.0
378704,2018,771740130268,204974.0,212700.0,157000.0
378705,2018,771740130269,187500.0,187500.0,141984.0
378706,2018,771740130271,815994.0,865934.0,283608.0
378707,2018,771740130272,187000.0,198155.0,141984.0
378708,2018,771740130273,189464.0,189464.0,141984.0
378709,2018,771740130274,196500.0,196500.0,141984.0
378710,2018,771740130275,165000.0,165000.0,141984.0
378711,2018,771740130276,225000.0,225000.0,144000.0
378712,2018,771740130277,204606.0,212003.0,144000.0
378713,2018,771740130278,203100.0,203100.0,144000.0
378714,2018,771740130279,195000.0,195000.0,144000.0
378715,2018,771740130280,180000.0,180000.0,141984.0
378716,2018,771740130281,207742.0,207913.0,145520.0
378717,2018,771740130282,193080.0,193080.0,147770.0
378718,2018,771740130283,191000.0,191000.0,143900.0
378719,2018,771740130284,159000.0,159000.0,157610.0
378720,2018,771740140234,241576.0,269821.0,170360.0
378721,2018,771740140235,221989.0,221989.0,156100.0
378722,2018,771740140236,228155.0,228155.0,156490.0
378723,2018,771740140237,256358.0,256358.0,170590.0
378724,2018,771740140238,189828.0,189828.0,127694.0
378725,2018,771740140239,185700.0,185700.0,143600.0
378726,2018,771740140240,206784.0,206784.0,145800.0
378727,2018,771740140241,163000.0,163000.0,147030.0
378728,2018,771740140242,253081.0,253081.0,144920.0
378729,2018,771740140243,184066.0,184066.0,143016.0
378730,2018,771740140244,471434.0,471434.0,143016.0
378731,2018,771740140245,185038.0,185038.0,143016.0
378732,2018,771740140246,182500.0,182500.0,143016.0
378733,2018,771740140247,167600.0,167600.0,143016.0
378734,2018,771740140248,210976.0,228200.0,143016.0
378736,2018,771740140250,185691.0,206600.0,143016.0
378737,2018,771740140251,194569.0,194569.0,141804.0
378738,2018,771740140252,152997.0,170000.0,141804.0
378739,2018,771740140253,161051.0,189918.0,141984.0
378740,2018,771740140254,164271.0,186421.0,141984.0
378741,2018,771740140255,179425.0,194000.0,141984.0
378742,2018,771740140256,188648.0,188648.0,141984.0
378743,2018,771740140257,167000.0,167000.0,141984.0
378744,2018,771740140258,272157.0,272157.0,149600.0
378745,2018,771740140259,225419.0,225419.0,164580.0
378747,2018,771740140261,236200.0,236200.0,176140.0
378748,2018,771740260551,191872.0,191872.0,148500.0
378749,2018,771740260552,269987.0,269987.0,148500.0
378750,2018,771740260553,209480.0,209480.0,148500.0
378751,2018,771740260554,162800.0,175000.0,148500.0
378752,2018,771740260555,203500.0,244965.0,148500.0
378753,2018,771740260556,188084.0,188084.0,148500.0
378754,2018,771740260557,219235.0,219235.0,148500.0
378755,2018,771740260558,207979.0,207979.0,148500.0
378756,2018,771740260559,212300.0,212300.0,148500.0
378757,2018,771740260560,221208.0,221208.0,148500.0
378758,2018,771740260561,193715.0,193715.0,148500.0
378759,2018,771740260562,191241.0,191241.0,148500.0
378761,2018,771740260564,155000.0,155000.0,148500.0
378762,2018,771740260565,178490.0,178490.0,148500.0
378763,2018,771740260566,222225.0,222225.0,154935.0
378764,2018,771740260567,155000.0,155000.0,154900.0
378765,2018,771740260568,224869.0,224869.0,154935.0
378766,2018,771740260569,219030.0,219030.0,154935.0
378767,2018,771740260570,275449.0,275449.0,154935.0
378768,2018,771740260571,177000.0,177000.0,154935.0
378769,2018,771740260572,195000.0,195000.0,154935.0
378770,2018,771740260573,207961.0,207961.0,154935.0
378771,2018,771740260574,183700.0,202000.0,148500.0
378773,2018,771740270575,199483.0,199483.0,149820.0
378774,2018,771740270576,184300.0,184300.0,126720.0
378775,2018,771740270577,183904.0,189207.0,127248.0
378776,2018,771740270578,195382.0,195382.0,127248.0
378777,2018,771740270579,171643.0,171643.0,127776.0
378778,2018,771740270580,180833.0,180833.0,127776.0
378779,2018,771740270581,157943.0,165899.0,127776.0
378780,2018,771740270582,183763.0,183763.0,128304.0
378781,2018,771740270583,177765.0,179837.0,128304.0
378782,2018,771740270584,179443.0,183393.0,128674.0
378783,2018,771740270585,170000.0,170000.0,128674.0
378784,2018,771740270586,156427.0,156427.0,125961.0
378785,2018,771740270587,223100.0,223100.0,126086.0
378786,2018,771740270588,178005.0,178005.0,125337.0
378787,2018,771740270589,152193.0,154158.0,125199.0
378788,2018,771740270590,180780.0,189490.0,133962.0
378792,2018,771740280591,269200.0,269200.0,196581.0
378793,2018,771740280592,247965.0,247965.0,173910.0
378794,2018,771740280593,265195.0,265195.0,194447.0
378795,2018,771740280594,213832.0,213832.0,158400.0
378796,2018,771740280595,212393.0,212393.0,158400.0
378797,2018,771740280596,237603.0,241093.0,158400.0
378798,2018,771740280597,234517.0,234517.0,158400.0
378799,2018,771740280598,230049.0,240829.0,158400.0
378800,2018,771740280599,178400.0,178400.0,158400.0
378801,2018,771740280600,191400.0,200000.0,158400.0
378802,2018,771740280601,248927.0,248927.0,158400.0
378803,2018,771740280602,243579.0,243579.0,158400.0
378804,2018,771740280603,256926.0,256926.0,178200.0
378805,2018,771740280604,230849.0,230849.0,172920.0
378806,2018,771740280605,205558.0,205558.0,158400.0
378807,2018,771740280606,257997.0,257997.0,190080.0
378808,2018,771740280607,280359.0,293349.0,171600.0
378809,2018,771740280608,272616.0,272616.0,191829.0
378810,2018,771740280609,220002.0,220002.0,157080.0
378811,2018,771740280610,232089.0,232089.0,172920.0
378812,2018,771740280611,273151.0,273151.0,178200.0
378813,2018,771740280612,292786.0,292786.0,158400.0
378814,2018,771740280613,210925.0,210925.0,158400.0
378815,2018,771740280614,200332.0,200332.0,158400.0
378816,2018,771740280615,211834.0,211834.0,158400.0
378817,2018,771740280616,210200.0,210200.0,158400.0
378818,2018,771740280617,208000.0,208000.0,158400.0
378819,2018,771740280618,216552.0,216552.0,158400.0
378820,2018,771740280619,221282.0,223678.0,158400.0
378821,2018,771740280620,213201.0,213201.0,158400.0
378822,2018,771740290621,258554.0,258554.0,191004.0
378823,2018,771740290622,215500.0,215500.0,172370.0
378824,2018,771740290623,256792.0,256792.0,191400.0
378825,2018,771740290624,187000.0,187000.0,158400.0
378826,2018,771740290625,218325.0,218325.0,158400.0
378827,2018,771740290626,231064.0,241213.0,158400.0
